FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
1325608,287042,11648,4766,39387,12953,2398648,472569,11486,4990,40589,14201,66,559
108083,11755,0,0,671,74,213695,20114,0,0,512,167,42,560
1446347,596055,18289,7187,58068,15969,2041629,920388,16056,6642,49605,17746,61,560
962912,285981,12066,5184,52144,14686,1224129,397576,10721,4405,46287,13489,63,560
15806,1440,166,0,139,134,85840,5252,41,0,0,71,12,561
1145905,326971,10721,3924,36273,9586,1932232,543939,12096,4288,40610,10517,57,563
766151,121862,9588,3221,40428,10623,1133707,175747,8231,2915,36736,9293,61,564
1286279,754871,19722,8163,238308,70202,1916373,1122310,17496,7363,208575,64574,64,565
13227,9051,116,174,1018,615,63588,53414,40,166,1472,2628,13,565
169043,46976,6327,2845,5381,0,278837,78409,6419,2378,5348,261,42,565
1042878,153472,11771,4562,48112,10111,1644475,218706,10641,4083,48475,10249,65,566
1274788,441556,15872,6195,60013,14243,1720223,655109,14469,5378,55066,11894,69,566
139007,60217,138,0,164,61,285395,113388,44,119,235,145,35,567
1028660,456415,14878,5604,48730,9055,1382966,664676,14006,5008,40570,9991,52,568
18655,8638,157,116,386,268,79015,50418,337,81,1199,458,14,568
66520,5591,142,140,629,1131,151813,10961,76,57,488,1591,33,568
539823,74855,6371,2546,15035,3283,899936,114706,6239,2293,13960,3771,51,568
1237674,145332,13356,5590,52386,9120,2145323,247039,13499,5649,55241,12669,54,569
124627,25238,0,168,1275,4134,179068,32983,0,89,635,3897,50,569
22575,2063,61,242,283,175,86552,5994,45,193,18,199,16,570
819870,118334,10368,3689,31626,10051,1197469,159107,9957,3345,28971,11506,63,571
752845,156215,10733,4298,35957,12457,1175045,234702,9834,3410,34700,10964,64,572
1117608,146592,14048,5690,63613,18803,1473072,202039,12525,4842,55935,18671,65,572
970689,335455,14317,6028,53714,12757,1301912,517586,12173,4992,47870,13278,64,573
33653,37673,0,31,405,331,97084,82447,0,67,404,399,14,573
108588,8658,0,242,284,322,234872,17905,0,95,86,268,33,573
21568,3359,214,137,355,615,120672,14183,133,43,125,919,12,575
1047036,334653,15569,5933,63678,21661,1235097,492453,13269,5012,50958,16938,68,576
1104959,168144,9710,4146,33698,12877,2498726,273858,10537,4188,35714,15884,64,578
810592,196849,13825,5687,46019,13884,1227877,288290,11571,4648,40426,15057,70,578
1409939,714153,14435,6116,51488,17494,2062728,1108477,13344,5342,48758,14867,59,580
830031,418689,13076,5151,39632,11514,1026164,560097,11353,4149,34474,12491,57,580
897369,104476,10178,3731,39328,12374,1366273,149498,9737,3651,38737,12159,69,581
30484,23300,59,207,117,115,51597,48300,0,78,27,363,28,581
1403463,134515,21182,8698,82890,20356,1916493,195783,18901,7588,72171,19524,54,581
26312,3347,306,199,791,1017,105635,18748,348,199,1030,2482,14,581
268453,88730,9590,3704,7464,234,457933,142329,8932,3410,6234,863,49,581
1478738,323725,15965,6230,62238,20105,2468699,521178,16463,6399,62778,23558,54,582
995810,422766,14544,5092,51709,11736,1653984,668297,13746,4985,50562,13302,68,582
992118,212141,10295,3904,30192,7699,1979299,358126,10490,3765,31445,9565,43,584
37432,14407,374,240,840,617,140828,74284,785,411,1517,1357,18,584
12269,2066,220,134,248,0,54345,6815,137,38,54,0,13,584
968028,206638,12356,4949,43305,6832,1396031,313782,10999,4189,38391,5900,51,584
1253993,420968,16536,6195,63692,17826,1615924,605211,13987,4965,52450,17145,61,586
16747,11389,276,201,230,242,85159,43596,346,102,265,267,12,586
889444,331617,11509,4298,38342,10748,1318038,500796,10259,4001,35762,13762,54,587
19109,6500,233,184,488,382,80602,39558,229,170,486,1121,14,587
979790,206084,13515,5340,54153,17528,1397072,317095,12175,4757,49049,15855,49,587
32315,6261,308,243,1158,1126,128623,34136,432,166,1346,1516,17,587
1220023,229426,13445,5548,52078,13459,1906537,371247,12953,5189,49545,14213,54,587
1643378,442835,22802,8451,133496,46720,2291656,634419,20828,7983,118865,42652,73,588
860906,100455,11474,4324,35021,7752,1235839,135558,10433,3708,32584,6811,65,588
35481,21880,260,278,198,186,137518,54033,193,188,209,404,22,588
1220003,129987,12648,4813,47515,14144,2684920,207262,13566,4960,48422,18585,65,588
14158,1254,212,154,496,91,56077,4746,160,90,435,134,14,589
1176095,364777,17999,6431,57952,14657,1563848,533174,15096,5716,49031,13750,65,590
986350,174132,19162,7581,71414,13351,1537144,260363,18351,6983,68148,14218,51,590
18143,4976,126,172,496,284,75950,23222,345,254,712,323,15,590
15045,2459,218,206,189,134,63476,6986,126,118,0,130,13,591
916330,218961,11490,4130,33609,6775,1300827,328375,9941,3538,30253,10064,66,591
35943,10272,83,42,662,126,98820,18078,54,0,803,269,28,592
820269,227272,12447,5321,44049,10983,1255897,359065,10909,4763,40153,8721,65,594
92508,21188,133,386,0,95,180547,33860,144,133,98,276,38,594
1223004,389425,17962,6833,70123,17936,1592075,553804,15398,5923,60977,16914,55,594
32652,15701,92,96,820,916,117296,84713,0,44,876,1753,16,594
1174270,540761,14255,5415,45132,10429,2124194,874978,13528,5139,41900,11427,71,595
720419,132076,6858,3028,25199,8488,1406904,212069,7068,2986,26241,9592,62,595
1350054,560693,18124,7128,62959,16386,1937723,811307,16105,6025,54849,15029,58,596
27871,15659,409,318,885,622,117178,87847,701,466,2035,1533,15,596
36883,8034,71,203,474,71,115117,22479,8,128,355,56,19,596
1268226,188884,16521,6509,67338,20511,1789079,276209,15974,6162,61297,19018,54,597
881847,104483,30122,12172,31920,0,1097369,140482,27676,11094,29451,1753,58,597
35170,4736,279,207,580,211,126163,25434,1012,406,858,524,17,597
417140,57957,11039,5651,14240,0,784964,91326,10993,5547,13283,570,51,598
14092,2222,110,203,441,6,70024,7704,0,133,572,34,12,599
98460,50413,139,92,341,152,202058,94189,57,61,135,258,37,600
717383,122770,6136,2733,22605,5893,1309950,204937,6391,2889,24970,8342,51,600
19713,2245,209,149,313,208,97729,7689,118,34,418,119,13,601
1430098,204312,19078,7471,62820,16931,2098135,301999,17760,6669,62224,15841,63,601
1174702,296819,13344,5274,61536,19747,1851162,429734,12517,4810,57627,23870,66,601
984834,198609,13374,5522,55258,17283,1665667,292048,12790,5148,52649,19985,73,602
1416846,197847,16862,7078,57686,16184,2871294,293928,16847,7091,58353,15281,67,603
1104003,189898,11618,4742,44620,15131,2065504,302625,11344,4963,44856,15335,61,603
90860,12737,46,136,555,4,161396,23683,26,38,418,84,33,603
946096,258872,11953,4409,35017,6946,1661256,437389,12091,4600,36795,9075,47,604
18298,5328,247,156,142,456,82298,29730,315,48,449,617,14,604
1018080,144531,12090,4587,47155,14788,1515073,212131,11098,4097,47652,15568,53,604
107000,19810,233,10,701,3229,240661,33768,136,22,543,3603,38,604
1271869,199800,23418,10137,92093,28275,1644188,282255,19529,8425,77683,22830,73,606
1131055,237220,13233,5281,57195,14089,1678694,332501,12193,4918,51636,15882,70,606
1059700,471894,13914,6336,135078,38876,1738319,721215,12986,5876,122926,33248,64,607
86490,21838,0,12,582,433,175703,40815,0,80,345,308,33,608
51887,5877,0,140,51,250,121813,13041,0,84,0,402,28,608
335019,48632,7998,3525,7973,1170,509543,77780,7447,3697,7724,842,49,610
12457,237,264,65,344,268,57847,1202,218,0,173,252,12,611
1347243,261227,13319,5278,56827,17142,2146895,405275,12525,4711,58329,17646,58,612
933849,117420,10813,4375,41796,12647,1529438,183152,10979,4291,39970,17388,50,612
15481,1874,202,166,239,322,61657,13545,171,259,565,690,13,612
630746,98037,9146,3201,39790,11108,834197,149826,8261,3070,35655,10800,55,613
733923,107997,11469,4481,41320,11131,1044528,154337,9991,3982,37098,10026,62,614
1219796,488711,19534,7716,144195,44379,1985429,738238,18052,7252,138956,42424,65,614
465896,94203,6593,2915,20450,6753,763517,144591,6460,2610,20301,7138,56,616
876024,244387,13468,4681,48678,12757,1122857,375088,11056,3691,42373,9462,64,616
17621,4253,241,246,406,361,68692,22904,317,174,502,650,15,616
1122428,165699,11204,4219,43637,11482,1846991,268773,11344,4297,44787,14218,56,616
1066293,438886,16619,6166,55407,13462,1416000,603336,13704,5243,46188,12488,60,617
22810,7204,284,110,497,632,91926,32946,281,5,976,1083,16,617
37122,4557,16,69,430,46,138690,11108,0,0,540,117,23,617
1042377,168398,12718,4924,53607,18019,1618546,248587,11566,4644,51717,17130,58,619
1095608,136439,12245,4675,44491,12496,2017226,222929,12681,4847,45418,17162,48,619
16809,2801,166,195,527,67,82261,13977,294,139,727,1029,12,619
62837,3809,251,290,197,297,93962,5164,102,135,153,393,38,620
722219,385814,11249,4230,33293,10239,1023900,550241,9527,3428,29616,10676,55,620
2157648,241261,1101,299,723,779,1200775,143567,275,198,677,496,165,621
1178133,179118,13442,4674,45600,15163,1733383,252238,11872,4080,40810,15357,66,621
1533830,333714,14744,5543,53097,14134,2634549,542751,14432,5428,52835,15482,50,622
20058,6102,116,168,239,554,81436,35219,72,144,592,1405,14,622
1198727,414757,14868,5974,68969,21530,2004292,642184,14105,5322,68910,22717,67,622
866756,236693,11935,4580,40821,9470,1341894,396323,11134,4278,39736,10115,47,623
46273,20658,412,225,1123,855,179423,105572,898,335,2937,1264,18,623
938062,232862,11501,4869,45944,13643,1379353,350994,9950,4033,43908,14093,58,623
12228,3196,193,254,241,355,55924,17083,234,203,0,523,12,623
21224,2966,89,81,475,30,71302,9780,0,0,554,5,17,623
970652,291844,11630,4656,38040,12892,1806923,459994,11527,4407,35991,12619,59,624
1174149,152731,11803,4507,49209,14436,2056002,236819,12101,4387,49602,15271,51,624
23615,3910,61,62,793,507,101744,21791,40,10,1771,764,16,624
518003,90366,6264,2483,20871,3203,918839,137972,6010,2058,21523,2953,64,626
34513,8175,63,0,140,203,135998,17824,0,0,327,355,15,626
402366,48051,11877,4624,10565,125,633449,74724,11267,4692,10750,889,55,627
1330358,222143,19716,8457,69647,24134,1940367,306276,18082,6802,60959,20997,69,627
16436,4486,226,225,286,54,57570,12996,175,207,398,18,14,629
1137291,558442,11082,4633,126983,33410,1719298,846144,10858,4355,120482,38691,54,629
711701,84442,8879,3592,31433,8349,1373261,139813,10152,3738,34250,10758,47,629
1641780,465917,16847,6345,53402,13329,2596906,684811,16514,6516,52727,15522,68,630
29161,940,110,122,175,262,85068,2446,74,25,25,180,25,630
31846,823,284,245,331,430,64610,2027,189,203,175,320,30,632
133147,371012,0,0,1011,0,282645,675750,0,0,861,250,40,632
12294,1400,77,177,309,128,58201,4873,0,63,116,0,12,633
11517,469,81,186,478,149,51341,1881,0,87,391,221,12,633
19399,2422,171,190,294,117,71787,7508,58,106,75,74,16,635
1084025,180962,14878,5698,59966,19239,1529056,271284,12827,4991,54446,19986,54,635
21902,4380,247,157,727,921,87196,24548,385,119,918,2096,15,635
817300,111931,9922,4251,40514,11835,1258590,180572,8870,3641,39607,11990,50,635
14624,5264,159,112,331,233,60883,17420,21,0,251,229,14,635
1487022,200008,16103,6618,56371,17851,2679285,322545,15973,6606,58522,19968,52,636
18139,3247,187,90,233,654,82398,16203,225,13,265,2345,13,636
1112211,178193,14988,5304,47484,10166,1355142,239163,13151,4461,41262,11502,59,637
447125,78891,9574,3713,7279,1494,768533,121197,9249,3391,6729,2037,58,638
1048748,132307,13631,5419,50827,15075,1826761,217731,14377,5685,51724,14882,49,638
21733,3353,202,130,635,466,81223,18547,401,1,1303,900,14,638
1221980,382730,19688,7678,66296,15582,1501336,510661,17181,6239,54765,14560,59,638
724409,200192,9892,4025,38301,10926,1081337,336612,9577,3764,35366,11840,48,640
34939,4807,199,103,154,9,127536,12006,125,47,3,0,20,640
22634,2485,96,4,536,118,91805,7160,23,0,492,17,16,641
1075352,187093,13029,5136,44498,10819,1686329,288303,12784,4873,42279,12181,71,641
1091046,528218,17535,6628,58577,14655,1328748,778027,14453,5630,49662,10870,55,643
29944,15296,236,131,499,954,100178,82213,362,76,1753,1592,17,643
10875,266,163,184,322,203,50604,1144,75,116,41,312,12,644
220977,43985,7603,2765,5374,1364,374735,76633,7592,2911,5634,1191,41,644
947910,209185,11620,4660,44405,15989,1576671,322590,10705,4306,43228,15570,52,644
1332141,206563,13362,5195,40006,7885,2503547,340692,13040,5147,41565,7260,50,645
33237,13933,260,224,519,708,90991,67777,475,224,1361,854,22,645
1571598,789527,17340,6328,50882,16108,2447280,1251944,16764,5829,51387,14520,64,645
917814,197474,10751,4834,67398,19103,1469226,314202,11424,4632,67883,20767,54,647
17664,1247,258,237,100,86,86732,4063,208,187,0,21,13,647
2635353,756575,28963,13024,292666,83227,2344405,701017,15460,6897,151427,49316,99,647
1607740,284667,17372,6702,63197,14422,2353673,413157,17464,6187,59809,12591,61,648
1365720,166315,16137,6787,63724,14044,2182094,258305,15139,6236,60598,14560,49,649
18391,4596,186,118,442,773,75600,25000,324,208,990,1839,15,649
924738,204924,10142,4060,34355,8030,1599620,314818,9999,3975,34617,9144,56,649
970983,130184,9523,3340,37515,7635,2000769,209040,10254,3855,39844,10132,62,650
16720,1132,165,107,446,80,89896,5413,101,0,595,0,12,650
1464371,152981,16182,6483,53945,17312,2419636,231758,16169,6175,52622,17901,62,650
1235365,189691,25381,10015,46691,10475,1807322,282834,21309,8360,44696,11338,68,651
1600322,340227,24067,9508,99523,28702,2413035,524746,22365,8514,94357,30854,71,653
19920,1483,258,159,450,77,74450,4278,144,41,261,0,16,654
718431,66032,7565,3468,28065,5998,1311780,102798,7735,3232,27248,7404,46,656
1060449,78987,12695,5146,38929,12775,1967848,111504,12399,4898,37179,11290,69,656
908797,418450,11331,4140,36968,9745,1297325,621616,10274,3960,34381,9771,61,656
1304370,582561,19207,7945,167255,46613,1557427,786155,16090,6480,139336,39674,73,658
676457,142541,10234,3637,27378,7329,996846,198791,9292,3081,26860,8358,56,658
1670249,288831,20704,7687,76407,26238,2652186,473362,19986,7634,74346,27783,59,659
12544,525,177,180,381,52,50916,2043,54,75,317,75,13,661
709038,240611,10050,3918,30527,6299,1073212,345891,9131,3432,29449,6506,57,661
528704,68140,4165,2298,50691,14478,786618,100699,3342,1702,46227,15445,61,661
30685,5375,133,189,554,216,128551,14846,30,103,479,200,17,661
24768,16091,194,125,311,246,104778,47433,116,54,198,149,16,662
949392,291516,14503,5780,57902,16701,1226889,395379,12805,4660,50085,14158,71,662
14745,2820,65,215,109,179,71251,11485,17,115,0,222,12,663
1657681,261419,21345,7789,84509,29032,2246543,372504,19699,7180,75385,25988,70,663
1149532,571144,15596,6036,53102,9939,1523555,882416,13733,5542,45086,9526,55,664
1089135,592508,18094,7407,175737,45835,1647636,924180,17941,6939,162040,47612,55,664
17441,9762,162,198,1131,1194,75787,57837,112,126,2045,1937,13,664
1430206,227917,14538,6312,56053,15546,2814312,352611,14845,6107,57430,18323,66,664
19161,1824,95,57,137,106,56313,5106,0,0,107,37,17,666
47692,4548,34,0,615,97,111895,7145,126,0,570,36,30,666
906914,131734,9801,3978,50546,13413,1414049,211553,9541,3388,49513,10258,56,666
719196,132892,9550,3669,31361,5832,1043266,203098,8444,3490,29455,6095,66,667
1015736,122114,10722,4066,42684,10867,1679076,183334,10615,3808,41825,10667,61,667
808751,82993,12239,5252,44955,11661,1208658,116603,11105,4625,39173,12993,62,667
15890,1073,244,231,297,23,73988,3968,223,139,242,0,13,668
87713,36917,86,46,644,0,203636,66255,84,0,507,114,25,668
1589373,310718,15224,5516,47977,9888,2580055,476346,15572,5703,47612,9684,64,668
530703,83859,7371,3115,24881,7825,807195,122147,7106,2594,22520,8071,57,669
753488,285251,10316,3674,44620,11350,1047710,428535,9531,3184,38771,10111,54,669
1094715,202112,12786,5766,50463,14198,1715572,296551,12373,5065,45745,14708,57,669
1215956,84514,10100,4366,39766,10478,2273729,140037,10873,4593,41329,14422,51,670
14092,1571,68,153,314,506,57051,8188,85,89,983,1624,14,670
14660,482,177,230,561,143,50290,1732,87,133,606,21,16,670
988325,436969,12968,5046,47766,10193,1376589,695244,11673,4426,41994,8083,59,671
114540,4139,177,245,353,26,241292,9169,73,243,313,16,34,672
1036137,203635,15072,6137,63585,17186,1489374,285596,12737,5218,57380,13858,51,673
40641,10576,468,439,796,1316,152354,54226,1054,736,2493,1731,18,673
938474,201581,12387,4739,43806,11938,1253792,286195,10863,3862,39326,14065,65,674
824394,280710,10233,4378,36141,10315,1224055,415316,9770,3797,32976,9234,66,674
1030831,379016,17093,7568,61366,14759,1374261,591134,14581,6471,55346,15045,58,674
35915,15505,282,159,782,531,142123,85336,464,249,1867,740,17,674
1136758,311578,19151,6843,60834,15123,1542674,439344,17099,5902,57368,11482,61,674
30645,19186,252,228,406,54,117949,47168,183,139,219,199,20,674
905886,127160,14680,5616,54327,15274,1216782,179289,11998,4917,47161,13646,58,674
739504,89953,8743,3143,26501,6054,1217464,144164,8127,3077,27322,6661,46,675
15094,2909,114,149,594,171,58169,14670,185,251,1454,143,15,675
1363458,299690,12334,5236,43793,17616,2402440,494849,11829,5002,45152,20591,58,675
1082916,197521,12371,5342,45136,12142,1943735,332598,11941,5384,43284,14432,48,675
25014,5772,132,86,527,1029,125717,33617,309,78,446,2316,14,675
27612,14963,130,284,32,222,92284,34558,49,132,83,188,25,676
884621,167448,10999,4849,40560,8982,1246069,246906,10286,4298,37858,7552,51,677
18096,4559,260,192,320,603,69326,25638,415,158,1302,769,14,677
1051639,235244,12996,5012,40281,14064,1553636,333268,12058,4337,37527,11149,62,677
113952,42124,308,342,602,202,242298,83260,171,274,323,517,34,677
751807,125964,6054,2615,53222,12588,1187090,198762,6343,2288,52434,11907,60,677
10586,0,43,143,568,151,50383,1329,0,19,615,24,12,678
1230863,284486,18438,6990,75798,20156,1872182,382840,16444,6401,70420,21766,71,679
1113741,259908,16423,6286,63571,17636,1548868,383149,13962,5918,56860,17795,52,680
38779,10213,480,74,615,802,141361,49440,706,99,998,1316,17,680
45823,6132,249,0,743,168,102325,12151,153,0,474,256,31,680
724185,228126,9304,3587,32114,10333,1124617,382288,8829,3263,30846,11020,50,681
16972,6478,35,177,408,405,65275,34763,127,103,517,675,14,681
1554281,524003,18331,6615,57340,17133,2233952,809728,16440,6348,51769,17764,63,681
17009,1896,434,156,474,637,65713,5438,437,19,308,901,15,681
1124890,397061,13862,6257,143090,45895,1717086,599403,13225,5573,133365,45590,54,681
1180088,222375,12123,4527,40067,11245,1770938,325446,10646,4134,35465,9243,57,683
929069,160274,12553,5109,41732,10711,1389585,223169,10927,4477,37891,7833,66,684
1055895,359706,12734,5239,39844,11503,1614583,570296,11848,4924,39073,10384,60,686
1328823,205723,17627,6495,63490,16986,2086415,304532,17438,6125,63195,14867,64,687
13069,1121,123,177,338,165,53950,3604,0,77,124,75,13,687
920447,167388,12631,4831,43023,12860,1318652,238923,10860,4328,36940,12776,57,687
13800,1688,0,198,370,175,54619,6603,0,208,212,56,14,687
1477166,811105,17743,7212,57204,10433,2331836,1365686,16962,6605,54580,10474,52,689
27019,19007,188,215,513,739,101891,108814,156,209,1299,1354,15,689
1092784,194284,13143,5234,44099,13116,1850097,295401,13064,4854,43999,16324,52,689
34614,7509,233,160,633,770,139743,40754,424,86,1441,1655,18,689
17100,4055,306,69,237,179,63831,13281,284,18,234,110,15,689
26861,13970,300,60,219,399,64249,26269,139,0,0,207,17,690
13604,1238,83,113,198,268,64128,3939,0,0,53,325,12,691
774311,357604,10828,4128,34859,8034,1129855,588625,10268,3864,31347,9873,49,692
19317,13619,260,251,361,409,75538,77415,642,354,937,1081,15,692
1701210,651644,25208,9049,108110,36888,2379975,1000448,22542,7688,97025,30943,73,692
1079173,671985,12483,4937,44383,10880,1892491,1114290,12603,4787,43194,12094,71,693
1550811,167265,16548,5919,63076,20924,2794254,267456,16660,6067,65872,23184,57,696
22286,3271,288,206,283,509,85799,17656,489,187,1310,1950,15,696
1235783,255245,16454,6578,75894,21056,1610088,348165,13993,5627,66272,18164,71,697
1087864,233349,8524,3871,90425,28030,1938437,399927,9063,4071,90763,31632,49,698
71654,10852,1080,807,2739,262,222147,23505,1448,820,3298,483,26,698
44261,4123,142,7,0,44,72882,6653,47,0,81,113,36,699
976716,333705,9484,3792,98398,29955,1598260,512250,9245,3537,96452,30412,64,699
1547052,252087,13947,5334,46088,9481,2849176,406686,14347,5490,47776,11316,58,699
1060931,153905,11262,4346,35531,10222,1731007,225855,10984,3808,36032,11455,57,699
33812,5072,102,143,215,209,105843,13039,0,45,40,220,18,699
840582,199150,6017,2210,57232,14538,1553816,323781,6026,2109,59266,15643,62,700
94882,7619,0,10,0,353,146775,9714,10,9,149,320,49,700
1110414,258018,14838,5786,56417,15716,1531856,373828,12909,5165,51832,14057,63,701
887017,600790,12828,5221,45647,11293,1115399,845213,10454,4045,38403,8852,56,702
91768,31947,285,10,635,350,143978,59657,231,0,391,481,39,702
1472530,433364,19963,7075,64671,16250,2352132,628767,19522,7090,59483,17824,67,702
762228,102401,5038,2275,32820,7892,1444156,167287,4901,2037,33404,9291,45,705
19655,2546,31,228,327,429,88042,13175,48,171,400,722,16,705
1223606,182170,19405,7866,72710,22233,1587403,255511,17221,6593,63753,22974,58,705
1077758,189628,11822,5019,43701,13515,2143520,299996,12026,5204,44750,12900,67,705
759436,213804,9632,4095,34690,7011,1157928,311222,8720,3500,32434,6353,61,705
16628,2946,141,157,175,199,72077,11402,102,118,0,272,14,706
1569616,495053,24418,9631,114735,36568,2181251,730536,23472,8841,104026,34078,71,707
632927,97188,7161,2675,20812,3640,1038810,157844,6885,2291,21957,3548,52,707
945352,275911,12045,4601,42621,13592,1420043,422464,10655,4033,38662,13712,62,708
854093,232598,11663,4516,44595,10540,1115013,353270,10206,3678,41281,9132,59,710
1270750,419964,14566,6283,164101,46077,1974094,621107,14040,5688,156003,44575,67,710
36066,2370,333,83,314,86,66699,4514,172,26,165,108,32,710
924910,170179,13459,4743,43897,8681,1245842,221100,11693,4274,37668,7793,66,710
351564,725243,255,371,273,4,610405,1231762,118,179,392,246,55,711
71817,17049,40,204,244,148,142992,32464,0,117,272,77,32,711
1203872,135790,12764,5289,45038,11809,1900046,205896,12089,4565,41516,11085,63,713
15776,6225,235,109,508,61,56676,21373,193,10,596,0,15,713
670719,75091,10611,4286,30865,7517,1061070,110230,9539,3735,30493,9206,53,714
20111,12689,116,81,239,13,58744,35197,5,39,89,0,18,715
1117982,393399,13410,6084,54479,13434,1615740,597472,11643,5255,47768,11413,59,715
117164,117283,171,277,0,0,249887,201545,115,112,114,0,39,716
1333364,131238,11059,4359,43227,12138,2488925,201476,11254,4441,46065,15011,55,717
672244,47687,8142,3169,23706,6290,1051506,65330,7800,3134,24087,5730,54,718
72849,7428,244,95,607,175,171370,13014,127,52,557,127,32,718
881180,344112,10024,4069,36207,10171,1483867,593562,9960,3981,35990,12498,46,719
1598892,344135,21237,7771,84939,24146,2147053,501037,19545,6938,77518,20770,57,720
789874,216941,9590,4071,31652,7415,1168250,338534,8228,3471,29539,6888,58,720
19027,4858,242,116,225,191,66130,13815,153,77,306,139,17,720
519191,321452,6904,2728,19406,3190,932668,533583,6999,2521,18966,3041,57,721
1265988,209666,13463,5193,49406,12377,1955910,305840,12556,4477,45784,11654,68,722
16651,1270,84,201,286,179,60366,4043,0,172,87,79,14,722
1394762,181126,14991,6352,61671,23001,2300220,268134,15150,6170,59167,26135,64,723
887476,120720,7163,3121,75399,21911,1541026,185195,7244,3114,72707,25894,64,725
1358033,499356,17244,6184,59671,17346,1839640,652226,14085,5503,52232,17439,79,726
1323216,209649,15469,5549,68661,21906,1932007,309538,13871,5037,62873,24094,66,727
882633,463873,12146,4883,38250,9555,1263244,748931,10854,4176,34335,9028,64,727
1063255,749166,8577,3963,12228,1414,1325548,987075,7596,3388,10250,1495,67,728
1496922,746453,18813,6660,55307,15586,2217659,1149482,18264,6234,52811,15210,64,728
750313,106204,11099,4065,38481,9152,1094853,148179,9818,3438,35074,6678,56,730
863894,160811,13024,4645,39528,9538,1063514,228220,10948,3912,35085,8928,57,731
732764,273121,8270,3574,26695,5291,1213667,436056,8008,3116,26206,6317,62,731
194585,41852,10789,4283,11039,2136,295865,63052,10292,4024,9885,1492,43,732
64039,5049,0,183,358,0,174716,10108,0,137,218,223,35,733
782560,278577,10742,4019,30553,7879,1207748,447045,9602,3403,28271,7051,63,733
997886,172452,15878,6348,61093,16401,1361386,235117,12979,5377,49125,17925,70,733
430875,1207638,943,818,673,125,793707,2051270,1258,463,671,162,49,733
1211871,291913,17927,7684,77838,20617,1655131,446573,15664,6473,71312,16427,57,734
13813,1953,84,168,295,97,55044,6234,0,59,87,16,13,735
13417,1532,162,171,356,126,68495,6211,52,60,318,135,12,735
728659,80017,8672,3136,31979,10049,1207336,118764,8466,2908,34323,9779,51,735
33978,10484,546,272,979,827,144465,46657,1324,340,1778,2148,17,735
709845,128434,8716,3454,24538,4739,1307911,201958,8975,3180,23595,6466,58,738
1325687,599226,14395,5536,50970,11823,2393198,1049550,14875,5456,50976,12777,49,738
16752,10883,174,218,316,435,63510,65067,339,210,944,1264,14,738
752024,129884,12471,4792,43433,13382,1126544,173761,10929,4468,40565,13532,69,738
1029186,137585,14383,5783,48689,12289,1583424,205931,13311,5698,45823,13342,63,738
15306,1828,221,203,413,71,61232,5884,117,83,253,78,15,741
995078,328653,9858,3783,34947,8538,1580323,541199,8832,3472,34077,10877,55,741
730590,138913,11109,4807,45789,11659,1146636,215738,9605,4073,42047,13455,53,743
338690,44230,12593,4422,10524,2216,493219,64986,11844,4276,10306,2114,50,744
1350325,284134,16543,6463,52629,11093,2036437,421526,14873,5645,47071,11705,59,745
508950,81784,5325,2371,63701,19231,732763,116344,5130,2057,60363,17862,59,745
1453547,259120,16256,6259,55859,16315,2598539,391095,16285,6023,52055,16674,69,746
993386,355164,10527,4640,99559,28668,1284668,519779,8804,4159,90120,27445,57,747
438726,60855,6422,2672,14255,3626,738390,89605,5952,2381,12709,3056,49,747
834871,628360,12234,4821,124267,38231,1309781,1009529,11574,4921,112839,38187,61,748
1554398,380316,22625,8743,95130,28624,2344069,590938,21575,8311,91882,30286,57,748
1105781,343657,11643,4318,45308,11952,1723286,526291,11519,4052,42150,12331,67,749
1044315,261063,17176,6618,80647,21474,1525131,429713,15652,6152,73667,19911,59,750
26885,10562,275,172,755,1125,155188,63814,544,231,1254,2029,12,750
878728,452157,13719,5292,55288,10242,1495750,741353,14335,5541,57476,11024,56,750
948304,160683,12140,4737,41309,14165,1205797,218766,10686,3926,38296,11465,64,751
1435418,483049,24146,9946,164341,58151,1979028,756693,22423,9190,150730,53479,58,753
48751,29539,138,174,0,260,126946,57185,37,69,22,287,31,753
1199246,484661,13429,5380,59207,10957,1894835,744287,12895,5081,54567,9190,71,753
1304105,492714,15244,6274,65011,23001,2022965,781201,13305,5646,58350,24447,63,753
58895,9501,218,157,256,111,112561,18704,105,136,227,328,32,754
1047343,342952,10832,4080,41065,10824,1654035,555511,10006,3954,39247,9925,50,755
30692,3073,227,292,294,222,93530,7329,129,183,160,205,19,755
829438,116375,7639,2949,22920,8406,1451922,197764,7996,2685,24483,10940,56,757
11340,134,136,65,89,314,50953,919,57,0,20,469,12,757
41532,13792,0,153,341,0,93196,27193,0,62,477,0,31,757
906189,105371,9024,2996,29192,8694,1678796,167917,9103,2882,30568,10885,55,759
60056,13399,3269,1463,3354,955,130216,24559,3285,1248,3623,1202,33,761
11979,98,229,203,378,214,50345,1481,137,93,179,119,12,761
167311,105008,255,30,358,666,319084,182781,205,27,316,699,44,762
1289196,206428,11767,4468,48916,15020,2759834,331995,11500,4524,51902,18152,64,763
1673101,316483,20691,8812,79328,25403,2894326,493835,20787,8749,78927,26003,72,763
10740,822,114,59,438,154,50676,3217,0,0,272,20,12,763
1287546,214161,14988,5740,66024,23038,1950509,330724,14061,5469,64615,20216,71,764
